,dte,underlying_price,put_call_volume_ratio,put_call_oi_ratio,call_iv,put_iv,iv_skew
2025-04-11,1,96.30000305175781,0.8136257852236178,0.0,0.04063459375,0.035947140625,-0.0046874531250000046
2025-04-17,7,96.30000305175781,0.6088902857780689,0.0,0.041676250000000005,0.010426562500000002,-0.031249687500000005
2025-04-25,15,96.30000305175781,1.1270589267693387,0.0,0.016416085937499998,0.014462980468750003,-0.0019531054687499955
2025-05-02,22,96.30000305175781,0.5611363068242688,0.0,0.014853601562500002,0.014462980468750003,-0.0003906210937499998
2025-05-09,29,96.30000305175781,0.7236165934311461,0.0,0.0117286328125,0.00977552734375,-0.0019531054687500007
2025-05-16,36,96.30000305175781,0.9941988128064155,0.0,0.015634843750000002,0.007822421875,-0.007812421875000001
2025-05-23,43,96.30000305175781,0.4975234933468983,0.0,0.0101661484375,0.00899428515625,-0.0011718632812499994
2025-06-20,71,96.30000305175781,0.7126482766898041,1.0773297479342618,0.00743180078125,0.007236490234375001,-0.00019531054687499903
2025-07-18,99,96.30000305175781,0.40647310804378867,0.0,0.007822421875,0.0039162109375,-0.0039062109375000006
2025-08-15,127,96.30000305175781,0.6751574785047588,0.0,0.007822421875,0.0039162109375,-0.0039062109375000006
2025-09-19,162,96.30000305175781,0.9269402279176614,0.9289252105002477,0.0039162109375,0.005543798828125001,0.0016275878906250006
2025-10-17,190,96.30000305175781,0.7125500783835569,0.0,0.007822421875,0.00196310546875,-0.0058593164062500005
2025-11-21,225,96.30000305175781,0.7418291074307489,0.0,0.007822421875,0.00196310546875,-0.0058593164062500005
2025-12-19,253,96.30000305175781,0.5072157186138649,0.9437005435904493,0.004892763671875,0.003623245117187501,-0.001269518554687499
2026-01-16,281,96.30000305175781,0.7009145445429871,0.7964370250404883,0.0037209003906250003,0.003623245117187501,-9.765527343749952e-05
2026-03-20,344,96.30000305175781,0.24272954626652377,0.0,0.0039162109375,0.00196310546875,-0.0019531054687500003
