,dte,underlying_price,put_call_volume_ratio,put_call_oi_ratio,call_iv,put_iv,iv_skew
2025-04-11,1,144.6999969482422,0.5165822694529634,0.5285077738852492,0.8537800078876201,0.8265679903470551,-0.027212017540565014
2025-04-17,7,144.6999969482422,0.507162316548027,0.5035385114939179,0.6824576025390625,0.6596713720703126,-0.022786230468749946
2025-04-25,15,144.6999969482422,0.4204154302670623,0.6386650631389056,0.611454080810547,0.5890340576171875,-0.02242002319335945
2025-05-02,22,144.6999969482422,0.5552651232262883,1.0184605318502593,0.6377396252441407,0.5866740551757813,-0.051065570068359434
2025-05-09,29,144.6999969482422,0.017092246335525973,0.08107465121416554,0.5806112902832031,0.5420781469726563,-0.0385331433105468
2025-05-16,36,144.6999969482422,1.2040160642570281,0.6010260615067503,0.5577843701171875,0.52279123046875,-0.03499313964843753
2025-05-23,43,144.6999969482422,0.6752577319587629,1.0084745762711864,0.5462895306396486,0.5239712316894531,-0.022318298950195437
2025-06-20,71,144.6999969482422,0.5288387592924891,0.7323708121968895,0.4889170574951172,0.44411770080566404,-0.044799356689453174
2025-07-18,99,144.6999969482422,0.6152286135693216,0.7470475677938231,0.4661308270263671,0.40540145385742193,-0.06072937316894517
2025-08-15,127,144.6999969482422,0.4383049439135854,1.1960870520993625,0.4660901373291016,0.39860627441406243,-0.06748386291503916
2025-09-19,162,144.6999969482422,0.6378260190535686,0.9748362732444189,0.44347683807373045,0.37494521545410153,-0.06853162261962892
2025-10-17,190,144.6999969482422,0.5524008350730689,1.4679369452096724,0.4386144192504882,0.364264169921875,-0.07435024932861323
2025-11-21,225,144.6999969482422,0.8279445727482679,1.574816299265197,0.43703769348144533,0.36808900146484375,-0.06894869201660159
2025-12-19,253,144.6999969482422,0.5203197868087941,1.0024246509807333,0.42437302520751957,0.34871053314208983,-0.07566249206542974
2026-01-16,281,144.6999969482422,0.25567620927936824,0.4376538685610118,0.4181373291015625,0.34131518066406247,-0.07682214843750002
2026-03-20,344,144.6999969482422,1.1881935197514426,1.5474082509826972,0.41232887481689456,0.329484651184082,-0.08284422363281257
