,dte,underlying_price,put_call_volume_ratio,put_call_oi_ratio,call_iv,put_iv,iv_skew
2025-04-11,1,170.66000366210938,0.7317489358878345,0.6754224279119135,1.0143374623325894,0.9349560841587613,-0.07938137817382807
2025-04-17,7,170.66000366210938,0.6321011706694712,0.5194521150235426,0.8202968584333147,0.7629767006138393,-0.057320157819475415
2025-04-25,15,170.66000366210938,0.28005136277027587,0.7390997417748797,0.6981231359863281,0.6514113635253908,-0.046711772460937384
2025-05-02,22,170.66000366210938,0.3555676066522053,1.170630591315732,0.7043893493652345,0.6565586102294922,-0.047830739135742206
2025-05-09,29,170.66000366210938,0.04391677255400254,0.15805983841851381,0.6640251696777345,0.6092364923095703,-0.054788677368164174
2025-05-16,36,170.66000366210938,0.5232755143202904,0.5711158621501284,0.6294185821533204,0.5760540441894532,-0.0533645379638672
2025-05-23,43,170.66000366210938,0.7194055944055944,0.4236432477913336,0.6077309735107422,0.5537357452392578,-0.0539952282714844
2025-06-20,71,170.66000366210938,0.21683364304758826,0.6108433348161668,0.5528609167480469,0.483403603515625,-0.06945731323242194
2025-07-18,99,170.66000366210938,0.41808153063862796,0.6988789555839364,0.5087838021850586,0.4454401159667969,-0.0633436862182617
2025-08-15,127,170.66000366210938,1.869444871597724,0.8829589803771731,0.5039112109375,0.43385372467041017,-0.07005748626708985
2025-09-19,162,170.66000366210938,1.468862080208673,1.0823131966551274,0.49198912963867186,0.4081683532714844,-0.08382077636718749
2025-10-17,190,170.66000366210938,1.2042755344418052,1.1359780001170205,0.4926808544921875,0.3919738537597656,-0.10070700073242189
2025-11-21,225,170.66000366210938,0.6475710357470211,2.1824120603015076,0.48071808349609374,0.38573815765380853,-0.0949799258422852
2025-12-19,253,170.66000366210938,0.9240604416892677,1.5024448388668477,0.46394375579833985,0.37529107788085936,-0.0886526779174805
2026-01-16,281,170.66000366210938,0.6832634032634033,1.14905563782293,0.45716892120361335,0.3627586511230468,-0.09441027008056657
2026-03-20,344,170.66000366210938,0.6844143272023233,0.9218670854016817,0.454483401184082,0.35012450012207025,-0.10435890106201173
