,dte,underlying_price,put_call_volume_ratio,put_call_oi_ratio,call_iv,put_iv,iv_skew
2025-04-11,1,18.1299991607666,0.40387307277872325,0.0,0.04688453125,0.039072109375000004,-0.007812421874999996
2025-04-17,7,18.1299991607666,1.0003647677287844,0.0,0.0312596875,0.005218281250000001,-0.02604140625
2025-04-25,15,18.1299991607666,0.2409372236958444,0.0,0.023447265625,0.0195410546875,-0.0039062109375000015
2025-05-02,22,18.1299991607666,0.2975011256190905,0.0,0.023447265625,0.009775527343750002,-0.01367173828125
2025-05-09,29,18.1299991607666,0.5789787996416841,0.0,0.0312596875,0.009775527343750002,-0.02148416015625
2025-05-16,36,18.1299991607666,0.9938485628005815,0.0,0.015634843750000002,0.0039162109375,-0.011718632812500001
2025-05-23,43,18.1299991607666,0.09349858664927158,0.0,0.023447265625,0.009775527343750002,-0.01367173828125
2025-06-20,71,18.1299991607666,0.4998099762470309,0.0,0.015634843750000002,0.0039162109375,-0.011718632812500001
2025-07-18,99,18.1299991607666,0.11690924657534246,0.71,0.015634843750000002,0.00196310546875,-0.013671738281250002
2025-08-15,127,18.1299991607666,0.5371571072319202,0.0,0.015634843750000002,0.00196310546875,-0.013671738281250002
2025-09-19,162,18.1299991607666,0.05808577350268374,0.0,0.007822421875,0.00196310546875,-0.0058593164062500005
2025-10-17,190,18.1299991607666,3.4349775784753365,0.0,0.007822421875,0.00196310546875,-0.0058593164062500005
2025-11-21,225,18.1299991607666,1.7900246305418719,0.0,0.007822421875,0.00196310546875,-0.0058593164062500005
2025-12-19,253,18.1299991607666,0.26719092904169717,0.0,1.0000000000000003e-05,0.0039162109375,0.0039062109375
2026-01-16,281,18.1299991607666,0.44120237833076414,0.0,1.0000000000000003e-05,0.0039162109375,0.0039062109375
2026-03-20,344,18.1299991607666,1.8295819935691318,0.0,1.0000000000000003e-05,0.0039162109375,0.0039062109375
