,dte,underlying_price,put_call_volume_ratio,put_call_oi_ratio,call_iv,put_iv,iv_skew
2025-04-11,1,172.4199981689453,1.1135287544166759,0.7997619540966543,1.1909830490112305,1.1201215869140624,-0.07086146209716815
2025-04-17,7,172.4199981689453,1.1984354521625165,0.6578923717301821,0.884339535522461,0.8283708569335937,-0.05596867858886734
2025-04-25,15,172.4199981689453,0.9426527821605133,0.4685761568327923,0.7545800909423828,0.6814301876831055,-0.07314990325927728
2025-05-02,22,172.4199981689453,0.7924118642820343,0.6059287214292236,0.7316616189575196,0.660831028442383,-0.07083059051513663
2025-05-09,29,172.4199981689453,0.33555172618693924,0.7700792138774691,0.7038909005737306,0.6174507249450685,-0.08644017562866213
2025-05-16,36,172.4199981689453,0.9221763491595399,0.8578509210265984,0.6473423937988282,0.5896189720153809,-0.05772342178344725
2025-05-23,43,172.4199981689453,1.0795860771401693,0.4385685884691849,0.5975839802551269,0.5635877381896973,-0.033996242065429616
2025-06-20,71,172.4199981689453,0.9165929354114204,0.9047835968927228,0.5674023973083496,0.4965718067932129,-0.07083059051513674
2025-07-18,99,172.4199981689453,0.6945557998189578,0.6045803034257058,0.5262803720092774,0.459691682434082,-0.06658868957519537
2025-08-15,127,172.4199981689453,0.8257189365165492,0.7568909285075187,0.5130435048675537,0.43447678565979003,-0.07856671920776365
2025-09-19,162,172.4199981689453,1.3226791013141161,0.9543465753241367,0.500432241821289,0.41074960594177246,-0.08968263587951653
2025-10-17,190,172.4199981689453,0.9878223495702005,0.859076998408618,0.49849439498901366,0.39536127105712887,-0.10313312393188478
2025-12-19,253,172.4199981689453,0.974766355140187,0.7730181384124348,0.45309232215881345,0.37119922019958496,-0.0818931019592285
2026-01-16,281,172.4199981689453,0.8539583241552491,0.8356504146479795,0.46523056747436525,0.3609835630798339,-0.10424700439453133
2026-03-20,344,172.4199981689453,0.8540280009180629,0.8938770259840494,0.4356593299865722,0.3451450984191895,-0.0905142315673827
